title,url,date,Symbol,GICS Sector,GICS Sub-Industry,date_plus_28,date_plus_7,date_plus_1,Price,price_plus_28,price_plus_7,price_plus_1,return_28,return_7,return_1,rating_28,rating_7,rating_1,predict_return_1_logReg
Abbott Laboratories (ABT) CEO Miles White on Q2 2018 Results - Earnings Call Transcript,/article/4188161-abbott-laboratories-abt-ceo-miles-white-on-q2-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A20,2018-07-18,ABT,Health Care,Health Care Equipment,2018-08-15,2018-07-25,2018-07-19,64.75,63.47000122070313,65.23000335693361,63.77999877929688,-0.01976832091578173,0.007413179257661939,-0.014980713833252834,hold,hold,hold,hold
AbbVie Inc.'s (ABBV) CEO Rick Gonzalez on Q3 2020 Results - Earnings Call Transcript,/article/4383381-abbvie-inc-s-abbv-ceo-rick-gonzalez-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A7,2020-10-30,ABBV,Health Care,Pharmaceuticals,2020-11-27,2020-11-06,2020-10-31,85.0999984741211,104.88999938964844,92.8499984741211,88.25,0.2325499561735653,0.09106933183267653,0.03701529473983278,buy,buy,buy,hold
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q2 2020 Results - Earnings Call Transcript,/article/4363134-abbvie-inc-abbv-ceo-rick-gonzalez-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A9,2020-07-31,ABBV,Health Care,Pharmaceuticals,2020-08-28,2020-08-07,2020-08-01,94.91000366210938,94.16999816894531,92.91999816894531,95.94000244140624,-0.007796917760097943,-0.02096728918322155,0.010852373190962885,hold,hold,hold,hold
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q1 2020 Results - Earnings Call Transcript,/article/4342124-abbvie-inc-abbv-ceo-rick-gonzalez-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2020-05-01,ABBV,Health Care,Pharmaceuticals,2020-05-29,2020-05-08,2020-05-02,82.83999633789062,92.66999816894531,83.95999908447266,81.86000061035156,0.11866250924203015,0.013520072381627337,-0.011829982748210456,buy,hold,hold,hold
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q4 2019 Results - Earnings Call Transcript,/article/4322499-abbvie-inc-abbv-ceo-rick-gonzalez-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A11,2020-02-07,ABBV,Health Care,Pharmaceuticals,2020-03-06,2020-02-14,2020-02-08,92.29000091552734,88.81999969482422,94.0500030517578,94.75,-0.03759888597118122,0.01907034476943359,0.026655098711335867,sell,hold,hold,hold
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q3 2019 Results - Earnings Call Transcript,/article/4301605-abbvie-inc-abbv-ceo-rick-gonzalez-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A13,2019-11-01,ABBV,Health Care,Pharmaceuticals,2019-11-29,2019-11-08,2019-11-02,81.75,87.7300033569336,85.20999908447266,82.98999786376953,0.07314988815820911,0.04232414782229554,0.015168169587394862,buy,buy,hold,hold
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q2 2019 Results - Earnings Call Transcript,/article/4278187-abbvie-inc-abbv-ceo-rick-gonzalez-on-q2-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A15,2019-07-26,ABBV,Health Care,Pharmaceuticals,2019-08-23,2019-08-02,2019-07-27,67.76000213623047,65.97000122070311,65.34999847412111,67.18000030517578,-0.026416777731626758,-0.035566758945256294,-0.008559648948779586,hold,sell,hold,hold
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q1 2019 Results - Earnings Call Transcript,/article/4256898-abbvie-inc-abbv-ceo-rick-gonzalez-on-q1-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A19,2019-04-25,ABBV,Health Care,Pharmaceuticals,2019-05-23,2019-05-02,2019-04-26,79.33999633789062,81.1500015258789,78.47000122070312,79.69999694824219,0.022813275416347256,-0.0109654040502144,0.004537441731386149,hold,hold,hold,hold
"Abiomed, Inc. (ABMD) CEO Mike Minogue on Q2 2021 Results - Earnings Call Transcript",/article/4382771-abiomed-inc-abmd-ceo-mike-minogue-on-q2-2021-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A2,2020-10-29,ABMD,Health Care,Health Care Equipment,2020-11-26,2020-11-05,2020-10-30,254.6100006103516,271.89999389648443,272.39999389648443,251.8800048828125,0.06790775399507187,0.06987154174418375,-0.010722264329738551,buy,buy,hold,hold
"ABIOMED, Inc. (ABMD) CEO Michael Minogue on Q1 2021 Results - Earnings Call Transcript",/article/4365330-abiomed-inc-abmd-ceo-michael-minogue-on-q1-2021-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-08-06,ABMD,Health Care,Health Care Equipment,2020-09-03,2020-08-13,2020-08-07,314.9800109863281,294.010009765625,308.3699951171875,310.82000732421875,-0.0665756571505528,-0.020985509043707332,-0.01320719892377531,sell,hold,hold,hold
"Abiomed, Inc. (ABMD) CEO Michael Minogue on Q4 2020 Results- Earnings Call Transcript",/article/4341676-abiomed-inc-abmd-ceo-michael-minogue-on-q4-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A6,2020-04-30,ABMD,Health Care,Health Care Equipment,2020-05-28,2020-05-07,2020-05-01,191.25,217.3600006103516,188.3300018310547,183.4900054931641,0.13652287900837434,-0.015267964282067004,-0.04057513467626617,buy,hold,sell,hold
"Abiomed, Inc.'s (ABMD) CEO Michael Minogue on Q3 2020 Results- Earnings Call Transcript",/article/4322034-abiomed-inc-s-abmd-ceo-michael-minogue-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A8,2020-02-06,ABMD,Health Care,Health Care Equipment,2020-03-05,2020-02-13,2020-02-07,196.00999450683602,154.50999450683594,164.8000030517578,186.91000366210938,-0.2117238975717266,-0.15922653094094996,-0.046426157337651534,sell,sell,sell,hold
"Abiomed, Inc. (ABMD) CEO Mike Minogue on Q2 2020 Results- Earnings Call Transcript",/article/4300982-abiomed-inc-abmd-ceo-mike-minogue-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2019-10-31,ABMD,Health Care,Health Care Equipment,2019-11-28,2019-11-07,2019-11-01,207.5800018310547,196.17999267578125,219.1300048828125,216.7899932861328,-0.054918629225910176,0.05564121278483336,0.044368394709688674,sell,buy,buy,hold
"Abiomed, Inc. (ABMD) CEO Michael Minogue on Q1 2020 Results - Earnings Call Transcript",/article/4280210-abiomed-inc-abmd-ceo-michael-minogue-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A14,2019-08-01,ABMD,Health Care,Health Care Equipment,2019-08-29,2019-08-08,2019-08-02,204.8699951171875,192.00999450683602,191.6999969482422,200.6199951171875,-0.0627715181180899,-0.06428466092075591,-0.0207448630902195,sell,sell,hold,hold
"Abiomed, Inc. (ABMD) CEO Michael Minogue On Q4 2019 Results - Earnings Call Transcript",/article/4259080-abiomed-inc-abmd-ceo-michael-minogue-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A16,2019-05-02,ABMD,Health Care,Health Care Equipment,2019-05-30,2019-05-09,2019-05-03,264.76998901367193,266.3900146484375,261.94000244140625,271.75,0.006118615031864172,-0.01068847184232635,0.02636254589249409,hold,hold,hold,hold
"Abiomed, Inc. (ABMD) CEO Mike Minogue on Q3 2019 Results - Earnings Call Transcript",/article/4237140-abiomed-inc-abmd-ceo-mike-minogue-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A18,2019-01-31,ABMD,Health Care,Health Care Equipment,2019-02-28,2019-02-07,2019-02-01,351.07000732421875,334.5,341.6099853515625,351.0799865722656,-0.0471985842667445,-0.026946255092420213,2.8425236672680047e-05,sell,hold,hold,hold
Accenture plc's (ACN) CEO Julie Sweet on Q1 2021 Results - Earnings Call Transcript,/article/4395192-accenture-plcs-acn-ceo-julie-sweet-on-q1-2021-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A1,2020-12-17,ACN,Information Technology,IT Consulting & Other Services,2021-01-14,2020-12-24,2020-12-18,264.47000122070307,,257.29998779296875,266.25,,-0.02711087607153928,0.00673043736938439,hold,hold,hold,hold
Accenture PLC (ACN) CEO Julie Sweet on Q4 2020 Results - Earnings Call Transcript,/article/4376150-accenture-plc-acn-ceo-julie-sweet-on-q4-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A3,2020-09-24,ACN,Information Technology,IT Consulting & Other Services,2020-10-22,2020-10-01,2020-09-25,214.4199981689453,228.13999938964844,225.17999267578125,214.6300048828125,0.06398657465658998,0.05018186082791565,0.0009794175714044062,buy,buy,hold,hold
Accenture plc's (ACN) CEO Julie Sweet on Q3 2020 Results - Earnings Call Transcript,/article/4355660-accenture-plcs-acn-ceo-julie-sweet-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-06-25,ACN,Information Technology,IT Consulting & Other Services,2020-07-23,2020-07-02,2020-06-26,217.32000732421875,222.3000030517578,215.72000122070312,212.47000122070312,0.022915495857265492,-0.0073624427093295095,-0.022317347414220867,hold,hold,hold,hold
Accenture plc (ACN) CEO Julie Sweet on Q2 2020 Results - Earnings Call Transcript,/article/4333092-accenture-plc-acn-ceo-julie-sweet-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A7,2020-03-19,ACN,Information Technology,IT Consulting & Other Services,2020-04-16,2020-03-26,2020-03-20,158.5,167.9499969482422,171.33999633789062,149.94000244140625,0.059621431850108486,0.08100944061760651,-0.05400629374507093,buy,buy,sell,hold
Accenture plc (ACN) CEO Julie Sweet on Q1 2020 Results - Earnings Call Transcript,/article/4313378-accenture-plc-acn-ceo-julie-sweet-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A9,2019-12-19,ACN,Information Technology,IT Consulting & Other Services,2020-01-16,2019-12-26,2019-12-20,208.3000030517578,208.97999572753903,212.0500030517578,211.1000061035156,0.003264487113868509,0.018002880197117488,0.013442165197962376,hold,hold,hold,hold
Accenture plc (ACN) CEO Julie Sweet on Fiscal Q4 2019 Results - Earnings Call Transcript,/article/4293700-accenture-plc-acn-ceo-julie-sweet-on-fiscal-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2019-09-26,ACN,Information Technology,IT Consulting & Other Services,2019-10-24,2019-10-03,2019-09-27,192.1199951171875,185.0,185.80999755859366,191.3800048828125,-0.03706014625309828,-0.032844043925489674,-0.0038517085841254244,sell,sell,hold,hold
Accenture plc (ACN) Interim CEO David Rowland on Q3 2019 Results - Earnings Call Transcript,/article/4272510-accenture-plc-acn-interim-ceo-david-rowland-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A11,2019-06-27,ACN,Information Technology,IT Consulting & Other Services,2019-07-25,2019-07-04,2019-06-28,183.0,194.97000122070312,191.38999938964844,184.7700042724609,0.06540984273608275,0.04584699120026458,0.009672154494321905,buy,buy,hold,hold
Accenture plc (ACN) CEO David Rowland on Q2 2019 Results - Earnings Call Transcript,/article/4251588-accenture-plc-acn-ceo-david-rowland-on-q2-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2019-03-28,ACN,Information Technology,IT Consulting & Other Services,2019-04-25,2019-04-04,2019-03-29,175.1199951171875,179.9499969482422,177.16000366210938,176.02000427246094,0.02758109847948842,0.011649203984712031,0.0051393854520791465,hold,hold,hold,hold
Accenture plc (ACN) CEO Pierre Nanterme on Q1 2019 Results - Earnings Call Transcript,/article/4229498-accenture-plc-acn-ceo-pierre-nanterme-on-q1-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A14,2018-12-20,ACN,Information Technology,IT Consulting & Other Services,2019-01-17,2018-12-27,2018-12-21,143.5,149.1199951171875,140.41000366210938,137.19999694824222,0.03916372903963405,-0.021533075525370204,-0.04390246029099498,buy,hold,sell,hold
Accenture plc (ACN) CEO Pierre Nanterme on Q4 2018 Results - Earnings Call Transcript,/article/4208664-accenture-plc-acn-ceo-pierre-nanterme-on-q4-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A16,2018-09-27,ACN,Information Technology,IT Consulting & Other Services,2018-10-25,2018-10-04,2018-09-28,170.0500030517578,156.9199981689453,171.86000061035156,170.1999969482422,-0.0772126118622658,0.010643913708386464,0.0008820575936050457,sell,hold,hold,hold
Accenture plc (ACN) CEO Pierre Nanterme on Q3 2018 Results - Earnings Call Transcript,/article/4184587-accenture-plc-acn-ceo-pierre-nanterme-on-q3-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A17,2018-06-28,ACN,Information Technology,IT Consulting & Other Services,2018-07-26,2018-07-05,2018-06-29,164.5,165.1699981689453,164.8000030517578,163.58999633789062,0.004072937197235893,0.001823726758406252,-0.005531937155680122,hold,hold,hold,hold
Accenture's (ACN) CEO Pierre Nanterme on F2Q 2018 Results - Earnings Call Transcript,/article/4158355-accentures-acn-ceo-pierre-nanterme-on-f2q-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A18,2018-03-22,ACN,Information Technology,IT Consulting & Other Services,2018-04-19,2018-03-29,2018-03-23,150.22999572753906,154.58999633789062,153.5,147.35000610351562,0.029022170900270705,0.021766653567583786,-0.019170536550148443,hold,hold,hold,hold
Accenture's (ACN) CEO Pierre Nanterme on Q1 2018 Results - Earnings Call Transcript,/article/4133293-accentures-acn-ceo-pierre-nanterme-on-q1-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A19,2017-12-21,ACN,Information Technology,IT Consulting & Other Services,2018-01-18,2017-12-28,2017-12-22,154.1999969482422,160.94000244140625,153.57000732421875,153.88999938964844,0.043709504711769716,-0.004085535904614135,-0.002010360341951234,buy,hold,hold,hold
