,Title,index,URL,Date,Symbol,date_plus_28,date_plus_7,date_plus_1,Price,price_plus_28,price_plus_7,price_plus_1,return_28,return_7,return_1,rating_28,rating_7,rating_1
11,Abbott Laboratories (ABT) CEO Miles White on Q4 2019 Results - Earnings Call Transcript,11,/article/4318424-abbott-laboratories-abt-ceo-miles-white-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A8,2020-01-22,ABT,2020-02-19,2020-01-29,2020-01-23,91.86000061035156,89.36000061035156,89.13999938964844,90.7300033569336,-0.027215327491716512,-0.029610289599721784,-0.012301298126604077,hold,hold,hold
12,Accenture plc's (ACN) CEO Julie Sweet on Q1 2021 Results - Earnings Call Transcript,12,/article/4395192-accenture-plcs-acn-ceo-julie-sweet-on-q1-2021-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A1,2020-12-17,ACN,2021-01-14,2020-12-24,2020-12-18,264.47000122070307,,257.29998779296875,266.25,,-0.02711087607153928,0.00673043736938439,hold,hold,hold
13,Accenture PLC (ACN) CEO Julie Sweet on Q4 2020 Results - Earnings Call Transcript,13,/article/4376150-accenture-plc-acn-ceo-julie-sweet-on-q4-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A3,2020-09-24,ACN,2020-10-22,2020-10-01,2020-09-25,214.4199981689453,228.13999938964844,225.17999267578125,214.6300048828125,0.06398657465658997,0.05018186082791565,0.0009794175714044062,buy,buy,hold
14,Accenture plc's (ACN) CEO Julie Sweet on Q3 2020 Results - Earnings Call Transcript,14,/article/4355660-accenture-plcs-acn-ceo-julie-sweet-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-06-25,ACN,2020-07-23,2020-07-02,2020-06-26,217.32000732421875,222.3000030517578,215.72000122070312,212.47000122070312,0.02291549585726549,-0.007362442709329509,-0.022317347414220867,hold,hold,hold
15,Accenture plc (ACN) CEO Julie Sweet on Q2 2020 Results - Earnings Call Transcript,15,/article/4333092-accenture-plc-acn-ceo-julie-sweet-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A7,2020-03-19,ACN,2020-04-16,2020-03-26,2020-03-20,158.5,167.9499969482422,171.33999633789062,149.94000244140625,0.059621431850108486,0.08100944061760651,-0.05400629374507093,buy,buy,sell
16,Adobe Inc. (ADBE) CEO Shantanu Narayen on Q4 2020 Results - Earnings Call Transcript,16,/article/4394124-adobe-inc-adbe-ceo-shantanu-narayen-on-q4-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A1,2020-12-10,ADBE,2021-01-07,2020-12-17,2020-12-11,476.8699951171875,,495.3599853515625,475.9100036621094,,0.038773649891373774,-0.0020131093692363766,hold,hold,hold
17,Adobe Inc. (ADBE) CEO Shantanu Narayen on Q3 2020 Results - Earnings Call Transcript,17,/article/4374554-adobe-inc-adbe-ceo-shantanu-narayen-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A3,2020-09-15,ADBE,2020-10-13,2020-09-22,2020-09-16,497.6700134277344,514.3099975585939,486.7799987792969,476.0,0.033435778089683454,-0.02188199882374231,-0.043542935766775925,hold,hold,hold
18,Adobe Inc. (ADBE) CEO Shantanu Narayen on Q2 2020 Results - Earnings Call Transcript,18,/article/4353449-adobe-inc-adbe-ceo-shantanu-narayen-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-06-11,ADBE,2020-07-09,2020-06-18,2020-06-12,387.6700134277344,460.8399963378906,420.4599914550781,406.5400085449219,0.18874295244864459,0.08458218817962848,0.04867540553457084,buy,buy,hold
19,Adobe Inc.'s (ADBE) CEO Shantanu Narayen on Q1 2020 Results - Earnings Call Transcript,19,/article/4331715-adobe-inc-s-adbe-ceo-shantanu-narayen-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A6,2020-03-12,ADBE,2020-04-09,2020-03-19,2020-03-13,285.0,318.70001220703125,307.510009765625,335.5,0.11824565686677624,0.07898249040570171,0.17719298245614046,buy,buy,buy
20,"American International Group, Inc. (AIG) CEO Brian Duperreault on Q3 2020 Results - Earnings Call Transcript",20,/article/4386116-american-international-group-inc-aig-ceo-brian-duperreault-on-q3-2020-results-earnings-call?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A3,2020-11-06,AIG,2020-12-04,2020-11-13,2020-11-07,33.15999984741211,40.68999862670898,37.31999969482422,37.52000045776367,0.2270807844977878,0.12545234820731666,0.1314837343309525,buy,buy,buy
21,"American International Group, Inc. (AIG) CEO Brian Duperreault on Q2 2020 Results - Earnings Call Transcript",21,/article/4364308-american-international-group-inc-aig-ceo-brian-duperreault-on-q2-2020-results-earnings-call?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A8,2020-08-04,AIG,2020-09-01,2020-08-11,2020-08-05,29.71999931335449,29.149999618530273,31.979999542236328,30.18000030517578,-0.019178994212428857,0.07604307809880484,0.015477826461947286,hold,buy,hold
22,"American International Group, Inc. (AIG) CEO Brian Duperreault on Q1 2020 Results - Earnings Call Transcript",22,/article/4343179-american-international-group-inc-aig-ceo-brian-duperreault-on-q1-2020-results-earnings-call?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2020-05-05,AIG,2020-06-02,2020-05-12,2020-05-06,25.059999465942386,31.489999771118164,26.54999923706055,23.309999465942386,0.25658421557089106,0.05945729460781268,-0.06983240372284627,buy,buy,sell
23,"American International Group, Inc. (AIG) CEO Brian Duperreault on Q4 2019 Results - Earnings Call Transcript",23,/article/4323992-american-international-group-inc-aig-ceo-brian-duperreault-on-q4-2019-results-earnings-call?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A14,2020-02-13,AIG,2020-03-12,2020-02-20,2020-02-14,50.93000030517578,25.670000076293945,49.79999923706055,48.47999954223633,-0.49597486898728294,-0.02218733676309048,-0.04810525718160008,sell,hold,hold
24,The Allstate Corporation (ALL) CEO Tom Wilson on Q3 2020 Results - Earnings Call Transcript,24,/article/4385485-allstate-corporation-all-ceo-tom-wilson-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A2,2020-11-05,ALL,2020-12-03,2020-11-12,2020-11-06,90.41000366210938,103.83000183105469,94.80999755859376,91.1500015258789,0.14843488137772964,0.04866711335316998,0.00818491133497945,buy,hold,hold
25,The Allstate Corporation (ALL) CEO Tom Wilson on Q2 2020 Results - Earnings Call Transcript,25,/article/4364716-allstate-corporation-all-ceo-tom-wilson-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A3,2020-08-05,ALL,2020-09-02,2020-08-12,2020-08-06,94.76000213623048,94.58999633789062,96.2300033569336,94.4800033569336,-0.0017940670589627894,0.01551288716298016,-0.0029548203143173746,hold,hold,hold
26,Allstate Corp (ALL) CEO Thomas Wilson on Q1 2020 Results - Earnings Call Transcript,26,/article/4343701-allstate-corp-all-ceo-thomas-wilson-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-05-06,ALL,2020-06-03,2020-05-13,2020-05-07,101.4800033569336,100.41000366210938,92.08000183105469,100.8499984741211,-0.010543946190667008,-0.0926291014478633,-0.006208167737210224,hold,sell,hold
27,The Allstate Corporation (ALL) CEO Tom Wilson on Q4 2019 Results - Earnings Call Transcript,27,/article/4321757-allstate-corporation-all-ceo-tom-wilson-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A8,2020-02-05,ALL,2020-03-04,2020-02-12,2020-02-06,124.66999816894531,114.51000213623048,123.77999877929688,123.88999938964844,-0.08149511656322161,-0.007138841764017356,-0.0062565075058385045,sell,hold,hold
28,Amgen Inc. (AMGN) CEO Robert Bradway on Q3 2020 Results - Earnings Call Transcript,28,/article/4382377-amgen-inc-amgn-ceo-robert-bradway-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2020-10-28,AMGN,2020-11-25,2020-11-04,2020-10-29,216.3800048828125,220.30999755859372,230.3300018310547,217.82000732421875,0.01816245765365254,0.06446989848159612,0.006654970001438665,hold,buy,hold
29,Amgen Inc. (AMGN) CEO Bob Bradway on Q2 2020 Results - Earnings Call Transcript,29,/article/4361637-amgen-inc-amgn-ceo-bob-bradway-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A17,2020-07-28,AMGN,2020-08-25,2020-08-04,2020-07-29,255.2700042724609,248.22000122070312,243.58999633789062,248.8500061035156,-0.027617827922441718,-0.04575550491276559,-0.025149833750513717,hold,hold,hold
30,American Tower Corporation (REIT) (AMT) Management on NAREIT REITworld 2020 Annual Virtual Conference - Earnings Call Transcript,30,/article/4390070-american-tower-corporation-reit-amt-management-on-nareit-reitworld-2020-annual-virtual?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A2,2020-11-18,AMT,2020-12-16,2020-11-25,2020-11-19,237.6999969482422,219.6199951171875,233.0,238.42999267578125,-0.07606227203693028,-0.019772810301152743,0.00307108008797341,sell,hold,hold
31,American Tower's (AMT) CEO Tom Bartlett on Q3 2020 Results - Earnings Call Transcript,31,/article/4382675-american-towers-amt-ceo-tom-bartlett-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-10-29,AMT,2020-11-26,2020-11-05,2020-10-30,231.6499938964844,234.08999633789062,239.9199981689453,229.6499938964844,0.01053314269672101,0.035700429485685525,-0.008633714883211852,hold,hold,hold
32,American Tower Corporation (AMT) CEO Tom Bartlett on Q2 2020 Results - Earnings Call Transcript,32,/article/4362550-american-tower-corporation-amt-ceo-tom-bartlett-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A8,2020-07-30,AMT,2020-08-27,2020-08-06,2020-07-31,262.489990234375,247.97000122070312,255.50999450683597,261.3900146484375,-0.05531635320915329,-0.0265914739122306,-0.004190542980154532,sell,hold,hold
33,American Tower Corporation (AMT) CEO Tom Bartlett on Q1 2020 Results - Earnings Call Transcript,33,/article/4341230-american-tower-corporation-amt-ceo-tom-bartlett-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2020-04-29,AMT,2020-05-27,2020-05-06,2020-04-30,236.80999755859372,252.00999450683597,237.25999450683597,238.0,0.06418646638633296,0.0019002447231177833,0.005025135989505047,buy,hold,hold
34,American Tower Corporation (REIT) (AMT) CEO Jim Taiclet on Q4 2019 Results - Earnings Call Transcript,34,/article/4327044-american-tower-corporation-reit-amt-ceo-jim-taiclet-on-q4-2019-results-earnings-call?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2020-02-25,AMT,2020-03-24,2020-03-03,2020-02-26,246.13999938964844,190.2700042724609,242.6499938964844,242.6699981689453,-0.22698462361147298,-0.01417894491678795,-0.014097672988167997,sell,hold,hold
35,Amazon.com's (AMZN) Q3 2020 Results - Earnings Call Transcript,35,/article/4382898-amazon-coms-amzn-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A2,2020-10-29,AMZN,2020-11-26,2020-11-05,2020-10-30,3211.010009765625,3195.340087890625,3322.0,3036.14990234375,-0.0048800601142142686,0.03456544510818138,-0.05445641928554379,hold,hold,sell
36,Amazon.com's (AMZN) Management on Q2 2020 Results - Earnings Call Transcript,36,/article/4362687-amazon-coms-amzn-management-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A4,2020-07-30,AMZN,2020-08-27,2020-08-06,2020-07-31,3051.8798828125,3400.0,3225.0,3164.679931640625,0.1140674373025079,0.05672573097076117,0.03696084156633739,buy,buy,hold
37,"Amazon.com, Inc. (AMZN) Q1 2020 Results - Earnings Call Transcript",37,/article/4341815-amazon-com-inc-amzn-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-04-30,AMZN,2020-05-28,2020-05-07,2020-05-01,2474.0,2401.10009765625,2367.610107421875,2286.0400390625,-0.029466411618330635,-0.043003190209428,-0.07597411517279706,hold,hold,sell
38,"Amazon.com, Inc. (AMZN) Management on Q4 2019 Results - Earnings Call Transcript",38,/article/4320409-amazon-com-inc-amzn-management-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A7,2020-01-30,AMZN,2020-02-27,2020-02-06,2020-01-31,1870.6800537109373,1884.300048828125,2050.22998046875,2008.719970703125,0.007280772086156073,0.0959810986393066,0.0737913021087453,hold,buy,buy
39,American Express' (AXP) CEO Stephen Squeri on Q3 2020 Results - Earnings Call Transcript,39,/article/4381034-american-express-axp-ceo-stephen-squeri-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A3,2020-10-23,AXP,2020-11-20,2020-10-30,2020-10-24,100.9800033569336,112.58000183105469,91.23999786376952,96.87999725341795,0.11487421359176064,-0.09645479470560248,-0.04060215851868576,buy,sell,hold
40,American Express' (AXP) CEO Steve Squeri on Q2 2020 Results - Earnings Call Transcript,40,/article/4360706-american-express-axp-ceo-steve-squeri-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A7,2020-07-24,AXP,2020-08-21,2020-07-31,2020-07-25,95.33000183105469,96.1500015258789,93.31999969482422,95.79000091552734,0.008601695993643688,-0.021084675313366996,0.004825333847028324,hold,hold,hold
41,American Express Company (AXP) CEO Stephen Squeri on Q1 2020 Results - Earnings Call Transcript,41,/article/4339886-american-express-company-axp-ceo-stephen-squeri-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2020-04-24,AXP,2020-05-22,2020-05-01,2020-04-25,83.16999816894531,89.33000183105469,88.31999969482422,85.05999755859375,0.07406521339096828,0.061921385586874544,0.02272453326028967,buy,buy,hold
42,American Express Company (AXP) CEO Steve Squeri on Q4 2019 Results - Earnings Call Transcript,42,/article/4318952-american-express-company-axp-ceo-steve-squeri-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2020-01-24,AXP,2020-02-21,2020-01-31,2020-01-25,135.11000061035156,134.89999389648438,129.8699951171875,130.63999938964844,-0.0015543387826104649,-0.03878325415951922,-0.03308416253800717,hold,hold,hold
43,Boeing Co (BA) CEO David Calhoun on Q3 2020 Results - Earnings Call Transcript,43,/article/4382256-boeing-co-ba-ceo-david-calhoun-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A2,2020-10-28,BA,2020-11-25,2020-11-04,2020-10-29,148.13999938964844,217.6100006103516,151.6300048828125,148.2899932861328,0.4689483023283818,0.02355883291172689,0.0010125144937380703,buy,hold,hold
44,The Boeing Company (BA) CEO David Calhoun on Q2 2020 Results - Earnings Call Transcript,44,/article/4362036-boeing-company-ba-ceo-david-calhoun-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A4,2020-07-29,BA,2020-08-26,2020-08-05,2020-07-30,166.00999450683594,171.89999389648438,174.27999877929688,161.9499969482422,0.035479787871482094,0.04981630351249966,-0.024456344153583887,hold,hold,hold
45,The Boeing Company (BA) CEO David Calhoun on Q1 2020 Results - Earnings Call Transcript,45,/article/4341151-boeing-company-ba-ceo-david-calhoun-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A6,2020-04-29,BA,2020-05-27,2020-05-06,2020-04-30,139.0,149.52000427246094,121.86000061035156,141.02000427246094,0.07568348397453906,-0.12330934812696714,0.014532404837848567,buy,sell,hold
46,The Boeing Co. (BA) CEO David Calhoun on Q4 2019 Results - Earnings Call Transcript,46,/article/4319918-boeing-co-ba-ceo-david-calhoun-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A8,2020-01-29,BA,2020-02-26,2020-02-05,2020-01-30,322.0199890136719,305.5899963378906,329.54998779296875,323.29998779296875,-0.051021654668411576,0.02338363777466368,0.003974904735626561,sell,hold,hold
