title,url,date,Symbol,GICS Sector,GICS Sub-Industry
Abbott Laboratories (ABT) CEO Miles White on Q3 2019 Results - Earnings Call Transcript,/article/4296862-abbott-laboratories-abt-ceo-miles-white-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2019-10-16,ABT,Health Care,Health Care Equipment
Abbott Laboratories (ABT) CEO Miles White on Q2 2019 Results - Earnings Call Transcript,/article/4275546-abbott-laboratories-abt-ceo-miles-white-on-q2-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2019-07-17,ABT,Health Care,Health Care Equipment
Abbott Laboratories (ABT) CEO Miles White on Q1 2019 Results - Earnings Call Transcript,/article/4254989-abbott-laboratories-abt-ceo-miles-white-on-q1-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A14,2019-04-17,ABT,Health Care,Health Care Equipment
Abbott Laboratories' (ABT) CEO Miles White on Q4 2018 Results - Earnings Call Transcript,/article/4235043-abbott-laboratories-abt-ceo-miles-white-on-q4-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A16,2019-01-23,ABT,Health Care,Health Care Equipment
Abbott Laboratories (ABT) CEO Miles White on Q3 2018 Results - Earnings Call Transcript,/article/4212204-abbott-laboratories-abt-ceo-miles-white-on-q3-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A19,2018-10-17,ABT,Health Care,Health Care Equipment
Abbott Laboratories (ABT) CEO Miles White on Q2 2018 Results - Earnings Call Transcript,/article/4188161-abbott-laboratories-abt-ceo-miles-white-on-q2-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A20,2018-07-18,ABT,Health Care,Health Care Equipment
AbbVie Inc.'s (ABBV) CEO Rick Gonzalez on Q3 2020 Results - Earnings Call Transcript,/article/4383381-abbvie-inc-s-abbv-ceo-rick-gonzalez-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A7,2020-10-30,ABBV,Health Care,Pharmaceuticals
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q2 2020 Results - Earnings Call Transcript,/article/4363134-abbvie-inc-abbv-ceo-rick-gonzalez-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A9,2020-07-31,ABBV,Health Care,Pharmaceuticals
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q1 2020 Results - Earnings Call Transcript,/article/4342124-abbvie-inc-abbv-ceo-rick-gonzalez-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2020-05-01,ABBV,Health Care,Pharmaceuticals
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q4 2019 Results - Earnings Call Transcript,/article/4322499-abbvie-inc-abbv-ceo-rick-gonzalez-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A11,2020-02-07,ABBV,Health Care,Pharmaceuticals
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q3 2019 Results - Earnings Call Transcript,/article/4301605-abbvie-inc-abbv-ceo-rick-gonzalez-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A13,2019-11-01,ABBV,Health Care,Pharmaceuticals
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q2 2019 Results - Earnings Call Transcript,/article/4278187-abbvie-inc-abbv-ceo-rick-gonzalez-on-q2-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A15,2019-07-26,ABBV,Health Care,Pharmaceuticals
AbbVie Inc. (ABBV) CEO Rick Gonzalez on Q1 2019 Results - Earnings Call Transcript,/article/4256898-abbvie-inc-abbv-ceo-rick-gonzalez-on-q1-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A19,2019-04-25,ABBV,Health Care,Pharmaceuticals
"Abiomed, Inc. (ABMD) CEO Mike Minogue on Q2 2021 Results - Earnings Call Transcript",/article/4382771-abiomed-inc-abmd-ceo-mike-minogue-on-q2-2021-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A2,2020-10-29,ABMD,Health Care,Health Care Equipment
"ABIOMED, Inc. (ABMD) CEO Michael Minogue on Q1 2021 Results - Earnings Call Transcript",/article/4365330-abiomed-inc-abmd-ceo-michael-minogue-on-q1-2021-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-08-06,ABMD,Health Care,Health Care Equipment
"Abiomed, Inc. (ABMD) CEO Michael Minogue on Q4 2020 Results- Earnings Call Transcript",/article/4341676-abiomed-inc-abmd-ceo-michael-minogue-on-q4-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A6,2020-04-30,ABMD,Health Care,Health Care Equipment
"Abiomed, Inc.'s (ABMD) CEO Michael Minogue on Q3 2020 Results- Earnings Call Transcript",/article/4322034-abiomed-inc-s-abmd-ceo-michael-minogue-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A8,2020-02-06,ABMD,Health Care,Health Care Equipment
"Abiomed, Inc. (ABMD) CEO Mike Minogue on Q2 2020 Results- Earnings Call Transcript",/article/4300982-abiomed-inc-abmd-ceo-mike-minogue-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2019-10-31,ABMD,Health Care,Health Care Equipment
"Abiomed, Inc. (ABMD) CEO Michael Minogue on Q1 2020 Results - Earnings Call Transcript",/article/4280210-abiomed-inc-abmd-ceo-michael-minogue-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A14,2019-08-01,ABMD,Health Care,Health Care Equipment
"Abiomed, Inc. (ABMD) CEO Michael Minogue On Q4 2019 Results - Earnings Call Transcript",/article/4259080-abiomed-inc-abmd-ceo-michael-minogue-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A16,2019-05-02,ABMD,Health Care,Health Care Equipment
"Abiomed, Inc. (ABMD) CEO Mike Minogue on Q3 2019 Results - Earnings Call Transcript",/article/4237140-abiomed-inc-abmd-ceo-mike-minogue-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A18,2019-01-31,ABMD,Health Care,Health Care Equipment
Accenture plc's (ACN) CEO Julie Sweet on Q1 2021 Results - Earnings Call Transcript,/article/4395192-accenture-plcs-acn-ceo-julie-sweet-on-q1-2021-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A1,2020-12-17,ACN,Information Technology,IT Consulting & Other Services
Accenture PLC (ACN) CEO Julie Sweet on Q4 2020 Results - Earnings Call Transcript,/article/4376150-accenture-plc-acn-ceo-julie-sweet-on-q4-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A3,2020-09-24,ACN,Information Technology,IT Consulting & Other Services
Accenture plc's (ACN) CEO Julie Sweet on Q3 2020 Results - Earnings Call Transcript,/article/4355660-accenture-plcs-acn-ceo-julie-sweet-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-06-25,ACN,Information Technology,IT Consulting & Other Services
Accenture plc (ACN) CEO Julie Sweet on Q2 2020 Results - Earnings Call Transcript,/article/4333092-accenture-plc-acn-ceo-julie-sweet-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A7,2020-03-19,ACN,Information Technology,IT Consulting & Other Services
Accenture plc (ACN) CEO Julie Sweet on Q1 2020 Results - Earnings Call Transcript,/article/4313378-accenture-plc-acn-ceo-julie-sweet-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A9,2019-12-19,ACN,Information Technology,IT Consulting & Other Services
Accenture plc (ACN) CEO Julie Sweet on Fiscal Q4 2019 Results - Earnings Call Transcript,/article/4293700-accenture-plc-acn-ceo-julie-sweet-on-fiscal-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2019-09-26,ACN,Information Technology,IT Consulting & Other Services
Accenture plc (ACN) Interim CEO David Rowland on Q3 2019 Results - Earnings Call Transcript,/article/4272510-accenture-plc-acn-interim-ceo-david-rowland-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A11,2019-06-27,ACN,Information Technology,IT Consulting & Other Services
Accenture plc (ACN) CEO David Rowland on Q2 2019 Results - Earnings Call Transcript,/article/4251588-accenture-plc-acn-ceo-david-rowland-on-q2-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2019-03-28,ACN,Information Technology,IT Consulting & Other Services
Accenture plc (ACN) CEO Pierre Nanterme on Q1 2019 Results - Earnings Call Transcript,/article/4229498-accenture-plc-acn-ceo-pierre-nanterme-on-q1-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A14,2018-12-20,ACN,Information Technology,IT Consulting & Other Services
Accenture plc (ACN) CEO Pierre Nanterme on Q4 2018 Results - Earnings Call Transcript,/article/4208664-accenture-plc-acn-ceo-pierre-nanterme-on-q4-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A16,2018-09-27,ACN,Information Technology,IT Consulting & Other Services
Accenture plc (ACN) CEO Pierre Nanterme on Q3 2018 Results - Earnings Call Transcript,/article/4184587-accenture-plc-acn-ceo-pierre-nanterme-on-q3-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A17,2018-06-28,ACN,Information Technology,IT Consulting & Other Services
Accenture's (ACN) CEO Pierre Nanterme on F2Q 2018 Results - Earnings Call Transcript,/article/4158355-accentures-acn-ceo-pierre-nanterme-on-f2q-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A18,2018-03-22,ACN,Information Technology,IT Consulting & Other Services
Accenture's (ACN) CEO Pierre Nanterme on Q1 2018 Results - Earnings Call Transcript,/article/4133293-accentures-acn-ceo-pierre-nanterme-on-q1-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A19,2017-12-21,ACN,Information Technology,IT Consulting & Other Services
Accenture's (ACN) CEO Pierre Nanterme on Q4 2017 Results - Earnings Call Transcript,/article/4110370-accentures-acn-ceo-pierre-nanterme-on-q4-2017-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A20,2017-09-28,ACN,Information Technology,IT Consulting & Other Services
"Activision Blizzard, Inc. (ATVI) CEO Bobby Kotick on Q3 2020 Results - Earnings Call Transcript",/article/4382901-activision-blizzard-inc-atvi-ceo-bobby-kotick-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A1,2020-10-29,ATVI,Communication Services,Interactive Home Entertainment
"Activision Blizzard, Inc. (ATVI) CEO Bobby Kotick on Q2 2020 Results - Earnings Call Transcript",/article/4364446-activision-blizzard-inc-atvi-ceo-bobby-kotick-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A4,2020-08-04,ATVI,Communication Services,Interactive Home Entertainment
"Activision Blizzard, Inc. (ATVI) CEO Bobby Kotick on Q1 2020 Results - Earnings Call Transcript",/article/4343386-activision-blizzard-inc-atvi-ceo-bobby-kotick-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-05-05,ATVI,Communication Services,Interactive Home Entertainment
"Activision Blizzard, Inc. (ATVI) CEO Bobby Kotick on Q4 2019 Results - Earnings Call Transcript",/article/4322292-activision-blizzard-inc-atvi-ceo-bobby-kotick-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A7,2020-02-06,ATVI,Communication Services,Interactive Home Entertainment
"Activision Blizzard, Inc. (ATVI) CEO Bobby Kotick on Q3 2019 Results - Earnings Call Transcript",/article/4304088-activision-blizzard-inc-atvi-ceo-bobby-kotick-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A10,2019-11-07,ATVI,Communication Services,Interactive Home Entertainment
"Activision Blizzard, Inc.'s (ATVI) CEO Bobby Kotick on Q2 2019 Results - Earnings Call Transcript",/article/4283605-activision-blizzard-inc-s-atvi-ceo-bobby-kotick-on-q2-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A11,2019-08-08,ATVI,Communication Services,Interactive Home Entertainment
"Activision Blizzard, Inc. (ATVI) CEO Robert Kotick on Q1 2019 Results - Earnings Call Transcript",/article/4259399-activision-blizzard-inc-atvi-ceo-robert-kotick-on-q1-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A14,2019-05-02,ATVI,Communication Services,Interactive Home Entertainment
"Activision Blizzard, Inc. (ATVI) CEO Bobby Kotick on Q4 2018 Results - Earnings Call Transcript",/article/4240392-activision-blizzard-inc-atvi-ceo-bobby-kotick-on-q4-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A15,2019-02-12,ATVI,Communication Services,Interactive Home Entertainment
Activision Blizzard (ATVI) Q3 2018 Results - Earnings Call Transcript,/article/4220179-activision-blizzard-atvi-q3-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A18,2018-11-08,ATVI,Communication Services,Interactive Home Entertainment
Activision Blizzard (ATVI) Q2 2018 Results - Earnings Call Transcript,/article/4194145-activision-blizzard-atvi-q2-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A20,2018-08-02,ATVI,Communication Services,Interactive Home Entertainment
Adobe Inc. (ADBE) CEO Shantanu Narayen on Q4 2020 Results - Earnings Call Transcript,/article/4394124-adobe-inc-adbe-ceo-shantanu-narayen-on-q4-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A1,2020-12-10,ADBE,Information Technology,Application Software
Adobe Inc. (ADBE) CEO Shantanu Narayen on Q3 2020 Results - Earnings Call Transcript,/article/4374554-adobe-inc-adbe-ceo-shantanu-narayen-on-q3-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A3,2020-09-15,ADBE,Information Technology,Application Software
Adobe Inc. (ADBE) CEO Shantanu Narayen on Q2 2020 Results - Earnings Call Transcript,/article/4353449-adobe-inc-adbe-ceo-shantanu-narayen-on-q2-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A5,2020-06-11,ADBE,Information Technology,Application Software
Adobe Inc.'s (ADBE) CEO Shantanu Narayen on Q1 2020 Results - Earnings Call Transcript,/article/4331715-adobe-inc-s-adbe-ceo-shantanu-narayen-on-q1-2020-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A6,2020-03-12,ADBE,Information Technology,Application Software
Adobe Inc. (ADBE) CEO Shantanu Narayen on Q4 2019 Results - Earnings Call Transcript,/article/4312275-adobe-inc-adbe-ceo-shantanu-narayen-on-q4-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A8,2019-12-12,ADBE,Information Technology,Application Software
Adobe Inc. (ADBE) CEO Shantanu Narayen on Q3 2019 Results - Earnings Call Transcript,/article/4292149-adobe-inc-adbe-ceo-shantanu-narayen-on-q3-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A9,2019-09-17,ADBE,Information Technology,Application Software
Adobe Inc. (ADBE) CEO Shantanu Narayen on Q2 2019 Results - Earnings Call Transcript,/article/4270943-adobe-inc-adbe-ceo-shantanu-narayen-on-q2-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A11,2019-06-18,ADBE,Information Technology,Application Software
"Adobe, Inc. (ADBE) CEO Shantanu Narayen on Q1 2019 Results - Earnings Call Transcript",/article/4248966-adobe-inc-adbe-ceo-shantanu-narayen-on-q1-2019-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A12,2019-03-14,ADBE,Information Technology,Application Software
"Adobe, Inc. (ADBE) CEO Shantanu Narayen on Q4 2018 Results - Earnings Call Transcript",/article/4228263-adobe-inc-adbe-ceo-shantanu-narayen-on-q4-2018-results-earnings-call-transcript?source=content_type%3Areact%7Csection%3ATranscripts%7CsectionAsset%3ATranscripts%7Cfirst_level_url%3Asymbol%7Cbutton%3AAuthor%7Clock_status%3ANo%7Cline%3A13,2018-12-13,ADBE,Information Technology,Application Software
